Temperature [_ C],Humidity [%],Soil moisture,Reference evapotranspiration,Evapotranspiration,Crop Coefficient,Crop Coefficient stage,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,Solar Radiation ghi,Wind Speed,Days of planted,pH,Target
38.06674371238351,100.0,0.0,77.84116452,888.8813744,1.37,2,130.5086147708715,105.26063702183455,179.1892066239502,0.0,2.352401043900283,65,4.881982456669057,0
22.909746996477566,89.58328361498658,0.0,1064.143912,692.2713123,1.42,2,96.95523511002749,88.54057134020422,131.73890472386194,461.78956291399254,1.0805289479912825,105,9.162968942289496,0
18.59,93.79,195.34,428.5190217,889.618319,0.93,2,68.0,72.0,60.0,617.2,3.46,94,5.09,1
27.87,76.52,531.84,947.2839002,493.4181744,1.02,2,89.0,46.0,87.0,274.59,1.03,100,3.45,1
24.06,85.02,300.65,251.3426124,17.71543356,1.12,3,107.0,85.0,69.0,280.63,2.22,130,6.1,1
25.39,79.62,203.49,307.6116432,780.8537538,1.16,2,73.0,94.0,121.0,385.76,1.0,85,5.62,1
31.945063615474467,100.0,100.0,28.36092495,305.073438,1.43,3,155.98331002676167,97.99760530966608,133.6238343026693,298.86883994957645,4.786895020390151,125,4.539286707570707,0
37.428885320850824,92.30350184736756,32.31744155331262,50.35020224,50.29936565,0.74,1,90.71843817541193,75.37132420571955,1.301468081232528,233.38501544393432,0.4223999856516618,32,5.105387730102509,0
18.5,75.79,502.94,803.9535827,180.9430711,1.14,2,100.0,86.0,80.0,264.12,1.35,65,4.49,1
26.480399182756805,73.45231088377147,0.0,134.6455621,250.7742743,0.84,3,138.38644120433878,76.5533268386842,153.7338055502443,639.508658690649,4.709671442909864,120,0.41978035432191385,0
30.87,77.59,668.72,615.5141585,788.2856117,0.84,2,89.0,82.0,58.0,83.94,1.73,100,5.76,1
20.31,92.25,323.21,569.7555226,629.1001742,1.17,2,110.0,96.0,104.0,211.93,3.93,55,4.68,1
27.66,84.84,175.42,748.0605031,28.69152887,0.92,2,66.0,99.0,98.0,179.62,1.21,62,4.76,1
29.697737451727136,78.31249816662509,100.0,197.8185549,213.8746101,0.82,3,82.51418077736221,87.72754584830443,110.15405577569551,380.48113507193136,2.563441509364542,125,5.188063358974868,0
26.56,74.59,432.85,1089.908408,828.7983954,1.31,3,80.0,109.0,139.0,519.47,1.49,125,6.01,1
22.83,70.68,203.93,867.6174308,509.5563458,0.81,2,71.0,66.0,42.0,55.56,3.74,65,2.73,1
33.81748366067162,75.88983469661497,100.0,1057.105088,883.3534821,1.47,2,48.80957524020289,4.859119530779871,113.78780144646674,0.0,4.217660783756647,70,0.0,0
36.66460072640962,71.43972080377323,100.0,922.8454409,687.7659887,1.44,2,132.50528629233247,61.111883685874766,118.71821765104472,754.5394488711543,3.3406021149630534,100,2.0945710909093167,0
35.57404069496157,83.70166712670081,67.85518537975977,913.1852088,521.0252883,0.81,2,120.39121573989632,43.306140437599026,91.76929611554421,891.7951413746332,6.061409829770962,110,3.7925066907301708,0
30.07,65.0,319.54,557.4779426,408.8958007,1.11,3,93.0,109.0,127.0,494.85,1.87,120,6.44,1
33.33008983948411,39.8620043629642,100.0,705.0575146,110.0769184,1.08,3,64.02880664300115,37.89720205140805,73.570994924703,570.2704273062512,4.052066812930837,125,10.700843383823724,0
25.93,74.81,192.82,565.6769371,681.2187249,1.47,2,84.0,95.0,65.0,552.44,1.26,70,4.74,1
25.57371898415893,85.67697691343893,0.0,296.0634496,103.123722,1.42,2,95.17878664877924,112.19856372578948,176.53948953495842,99.61067906020615,4.744651956121052,50,0.35298477944306583,0
38.54555439976652,100.0,100.0,50.36490259,37.27002792,0.74,1,155.89673601560597,-5.569778150660653,128.0923639276516,1076.4477325740843,1.6167565384194145,17,5.83993959075848,0
27.85,93.42,136.96,274.5470451,152.3574255,0.98,2,61.0,103.0,45.0,440.41,1.15,65,3.45,1
18.206896252340385,73.00560380211164,100.0,915.0240483,231.5731644,1.43,2,75.56150490206338,26.263245622249812,51.390938769195145,505.24278505853044,1.874103328510596,94,5.861822945426793,0
26.0,89.82,394.52,186.3335186,487.7767232,1.13,2,70.0,41.0,94.0,179.46,3.97,100,4.76,1
30.2,77.6,307.0,558.523956,234.5800615,0.42,0,107.0,38.0,53.0,622.0,2.09,3,3.28,1
23.03,93.55,258.61,347.5079378,566.9538565,1.47,2,109.0,46.0,62.0,164.51,3.24,70,6.13,1
9.981014556608757,97.29650663066793,43.81270143621299,852.7912285,90.19953044,1.02,2,65.00726666462535,109.95492115115063,50.57681922845559,621.3638738472822,3.0861629513680153,85,3.8538551191156216,0
13.944163588321926,46.72418540642819,100.0,1.278973141,228.1071567,1.05,2,115.80115414222304,40.90873300434682,91.07792255318405,0.0,1.001084534493896,62,3.0665329243697603,0
24.192281919794972,71.1004714240635,100.0,297.283173,224.2088301,1.28,2,62.08349619312881,52.987079021040906,152.80960664431092,698.8421981598353,0.0,105,2.9597610835611894,0
29.49,71.71,446.1,546.4959024,12.8288019,1.37,2,84.0,97.0,56.0,745.3,3.48,62,4.83,1
21.28,79.57,699.83,76.49086926,826.0260924,1.31,2,72.0,41.0,137.0,217.21,1.81,105,6.06,1
22.192748948397057,68.842916897078,100.0,532.0686676,559.3645029,0.94,2,92.13128060184172,15.665451998292276,178.84733921440795,117.55459135444067,1.6613610042044644,94,4.300630919950265,0
21.88,88.18,350.13,756.8292239,281.5806717,1.28,2,93.0,109.0,117.0,488.94,1.53,105,5.65,1
29.710524035291947,83.27935840770104,0.0,311.3457876,339.8184057,1.24,2,43.10238855503619,77.49019036006203,188.4224806615626,265.7004304475521,3.816274204136413,85,7.254543506769768,0
29.3770091917961,74.79229049928895,100.0,835.858716,899.1188559,1.22,2,124.62641640434384,57.29552280140253,186.68163303442157,397.47522207045654,4.25359453200031,100,2.009941825326275,0
39.580336959143665,85.36564664071578,100.0,447.3287117,264.4220173,1.49,2,80.2488557108407,96.1526833981826,139.62830540259927,393.48731014579477,1.4856846567222828,100,7.56792579093336,0
23.87,75.75,604.33,1042.822904,289.0206795,1.12,3,74.0,70.0,67.0,414.05,3.89,125,3.31,1
24.26,91.08,501.23,41.68649,114.71521,1.0,2,69.0,53.0,61.0,332.31,1.24,105,6.22,1
21.451490323185,100.0,100.0,320.3610516,321.9797375,1.12,2,113.18839969474982,79.69754665808907,35.62394363802096,146.47110331750503,2.9206970785363384,94,1.1437824853744085,0
26.08,67.15,218.33,928.6410238,810.0227313,1.22,2,74.0,43.0,87.0,634.66,2.86,100,4.72,1
31.43,91.17,657.36,501.1213719,833.958917,1.16,2,90.0,81.0,116.0,352.06,2.48,62,4.41,1
18.76,60.81,653.73,930.3037824,283.8087892,1.35,2,61.0,60.0,133.0,406.28,2.51,55,3.52,1
21.244698269830906,84.70356837796479,100.0,1009.790078,72.50015329,0.94,2,47.2034346384168,37.868693940473804,116.35477688278057,0.0,1.852281429170836,62,0.0,0
26.31008820838212,85.51783769485004,100.0,532.5262552,27.72116223,0.8,2,51.596283699968154,23.53317251487151,158.87055151597463,501.8819163097585,0.3820525743501928,45,5.674895288482897,0
23.13,70.42,246.89,443.0466459,708.6297111,1.27,2,84.0,93.0,99.0,310.96,1.49,105,6.16,1
37.135144219439624,73.86021223419134,100.0,123.453225,345.2452164,1.43,2,88.84805718514542,119.08491758247379,97.81045550351021,363.4578890830269,1.5678630024502525,70,8.423768353777206,0
33.14335132837693,52.12825186166897,0.0,196.5479465,90.41205541,0.46,0,146.20245823961153,48.22181326197477,49.0357509038912,582.9614476450669,4.294039605675666,9,6.27232609357741,0
21.347341343909413,58.33466314106829,0.0,507.6696062,96.19965789,0.85,2,106.71955359064856,84.56763348134112,80.66786628654432,910.6172638305478,2.4077034309013334,62,6.121876869575083,0
20.24,91.03,121.03,606.7990842,233.3526944,1.4,2,93.0,55.0,44.0,111.94,1.87,65,5.8,1
20.23,70.51,486.23,662.9797999,158.2733668,1.11,2,77.0,77.0,45.0,232.15,1.22,70,4.61,1
18.23,78.1,246.5,953.125683,559.0214138,1.32,2,105.0,58.0,77.0,463.78,3.41,94,6.45,1
21.242215430140305,100.0,100.0,362.5839799,443.78283,0.93,3,42.36850222556918,89.20931246919437,129.6466729788308,0.0,1.033910731522087,115,7.646540282808593,0
23.86,65.61,445.73,1065.696163,661.1142247,1.36,2,90.0,63.0,73.0,637.19,2.52,85,4.08,1
21.9,66.06,318.42,49.57086763,448.9384436,0.91,2,68.0,102.0,103.0,19.44,3.04,85,4.24,1
33.02099456594868,55.93969422789732,4.570023618055018,228.3808098,851.6349847,0.87,2,151.06791403990073,37.94731411295892,112.96092025266181,797.921707820519,3.787600250952255,70,7.461432823816293,0
23.3,93.83,169.24,358.6571611,812.2211311,1.36,2,118.0,51.0,44.0,7.1,3.49,65,6.57,1
20.18,72.17,301.58,190.3019778,406.4496762,0.99,2,84.0,86.0,134.0,496.72,3.54,85,2.47,1
29.81,93.55,379.03,886.6188211,854.4102395,1.16,2,93.0,100.0,115.0,102.84,2.06,105,3.98,1
18.89,60.59,145.36,405.3121287,808.4727549,1.41,2,115.0,57.0,90.0,475.48,3.9,100,3.41,1
35.32271164114002,78.93794569055405,100.0,665.5710311,474.7587831,0.88,2,112.56414220940331,74.30667629872605,39.82031816255145,493.16296608856,3.1502215181321733,62,2.754515309164388,0
22.14,62.93,323.72,541.1167645,531.8458691,1.33,2,108.0,101.0,84.0,328.49,1.72,85,5.54,1
27.74305545298007,85.1005098305649,100.0,609.8173994,43.79421045,1.04,2,92.70463663507441,101.50324592724208,38.81914312783941,803.9242957327833,6.428590216103901,100,8.549074619300928,0
23.94,73.89,374.69,218.3394937,875.826014,1.12,2,83.0,74.0,78.0,519.13,1.96,62,5.91,1
33.97629314128967,79.67562183371577,100.0,315.7812496,16.06265882,0.81,2,39.21075911422899,136.67241199637627,47.4770742302298,264.92823236712036,0.38641848238199605,70,10.284309852943641,0
20.87,79.66,123.93,486.5734223,492.8119531,1.27,2,60.0,42.0,128.0,209.35,3.82,105,3.42,1
28.9,85.8,196.0,50.36490259,37.27002792,0.74,1,106.0,39.0,55.0,732.0,1.44,17,3.76,1
23.81,65.45,165.28,227.0158106,230.0082956,0.85,1,79.0,85.0,60.0,69.08,1.44,40,4.59,1
15.881243743423525,76.0807230647217,53.08477670254808,67.40850113,356.8907455,1.35,2,34.82871619604212,65.40609487282704,152.88676146718205,1093.4086794837242,5.148800811808711,55,6.792797208347584,0
35.33101154394777,61.58761023317918,100.0,35.56990167,628.8420641,1.35,2,149.0748528206395,87.69023157392792,-22.022701272051663,132.6588295443932,2.870265075735323,105,2.885145477635331,0
29.26802334665677,87.5565440337496,100.0,1061.142013,296.5104009,1.36,2,40.01504562402749,141.85455942997257,16.863636156573264,0.0,0.0,85,4.996697446027571,0
24.240485032930284,74.89968346590572,100.0,190.0148202,517.4363338,1.33,2,135.38041643126647,80.2663827676057,78.94435119174759,506.99661795426096,0.47534859462223555,65,2.3754886240843316,0
35.94510472997637,96.88232469685073,100.0,665.4443746,140.7319384,0.95,2,75.51140771510012,76.66045407713396,-22.401917280096242,1065.5498145723927,0.3379606591648696,62,5.333195788648961,0
22.517948273508306,62.978963897642586,100.0,50.36490259,37.27002792,0.74,1,87.49327430959113,31.47526678064191,61.980056910159036,211.5898791780794,1.853476182045004,17,2.273496008294643,0
22.45,69.0,548.4,439.732089,632.1830862,0.97,2,118.0,49.0,90.0,634.35,1.13,100,3.84,1
18.162673400073558,62.90714103153013,100.0,350.3003171,783.9991094,1.07,3,41.16090139083654,54.46581346080918,9.805845197923283,444.31492084097107,0.6043440216809788,125,8.319680014853194,0
24.268141870003678,54.95359813707243,100.0,187.4262255,171.1660062,0.96,2,139.57544653166994,115.57351577961025,130.22337378560542,795.0718094795094,2.5531884848673605,70,7.026229577686348,0
19.97,63.43,488.73,317.2379584,306.3218367,1.01,2,83.0,53.0,135.0,221.38,2.68,100,4.71,1
29.25,71.07,683.75,734.6643761,323.5801781,0.98,3,95.0,54.0,133.0,683.43,2.06,125,4.89,1
28.9,85.8,196.0,50.36490259,37.27002792,0.74,1,106.0,39.0,55.0,732.0,1.44,17,3.7,1
12.57330162151909,100.0,100.0,206.8115871,662.0570678,1.34,2,67.88341755263761,123.26314986664308,63.60006511487454,415.43331268097006,1.1229394333153317,105,0.1755117680901086,0
40.55087729920459,65.52814430561392,100.0,501.5927722,460.8284621,1.12,2,148.2938444709511,122.75221811926272,88.3834048705797,869.0605316805111,6.001808740214299,100,0.0,0
26.423258479619427,92.63331952795443,100.0,35.90580769,15.79855539,0.44,0,78.454367721153,76.10486777469792,-18.13696813048807,261.864935241185,3.669346241797575,6,0.37802442480071763,0
27.5,83.6,214.0,507.0551137,223.10425,0.44,0,107.0,37.0,50.0,642.0,0.65,6,3.56,1
33.4929271101931,100.0,100.0,256.6067235,750.8842987,1.22,2,87.54324875869003,44.658432764883734,19.60612998245947,930.6124527833813,1.5952389474992175,110,4.523594319102269,0
24.36,93.45,534.9,335.834004,316.8734296,0.81,3,111.0,79.0,93.0,357.43,3.01,115,2.73,1
27.8543122375548,74.79468963112723,100.0,1004.39659,184.905005,1.25,2,160.23836388734895,37.919069419460364,-29.496612328985194,0.0,0.0,94,4.977856829976073,0
27.141072768279834,97.04333087739431,73.1808516650591,697.8256853,487.7904576,0.95,3,114.06655925277227,0.26067165719413765,95.276637015677,0.0,2.0582919937972726,125,5.2417045895571714,0
12.033173770096374,51.42474602612282,100.0,653.6062617,163.2763722,1.42,2,32.121163016291945,56.40928884451577,48.545680181226274,195.5204555228167,2.0142705873691327,85,6.39603879326426,0
22.41,91.02,252.27,867.5516747,287.3210266,0.87,3,79.0,53.0,106.0,655.53,3.52,115,4.69,1
31.358142867540167,54.34043435640781,100.0,396.7837426,754.6676326,1.37,2,24.830466246260116,11.231480788832464,40.95100455608906,630.991853776032,0.17910227643233845,45,4.76502987391231,0
19.585685358075644,79.95965645991024,100.0,732.7645587,590.6106848,1.0,2,153.4449767512299,71.99022874122313,185.00297827904149,603.4376975205074,0.0,105,1.6785636115231766,0
30.08,84.45,634.85,82.27973443,823.2942856,0.97,2,77.0,55.0,98.0,514.12,2.5,100,2.97,1
25.09,67.32,294.69,348.807549,577.5922325,1.27,2,87.0,102.0,46.0,12.44,2.3,85,5.99,1
24.83433759434979,59.200614262476094,100.0,283.9315916,645.530722,0.91,2,66.46716965928987,24.929068353840115,166.58886769019352,418.45127756920095,1.5021095772235062,100,0.9789190229532929,0
18.696354965332077,100.0,0.0,610.2983324,530.0337521,0.91,2,106.87755037848797,87.03882049452949,105.4536476411649,0.0,5.457588795207518,50,5.9865866628184845,0
25.515593104311776,100.0,100.0,999.7405565,447.0608577,0.99,3,65.57262925980939,69.15406655144304,20.93220768220985,237.77134211091652,4.045534981707757,125,7.538794629355609,0
12.270508593766861,90.88262228664463,0.0,165.6531135,174.3088567,0.9,2,98.52263747105732,24.655794787524258,91.24327609186031,168.29225738528172,2.6070989166962706,85,4.934047878302339,0
28.5,78.5,264.0,35.95825143,15.82163063,0.44,0,117.0,42.0,58.0,43.0,1.44,6,3.65,1
9.837208334880662,80.52636772628036,100.0,1004.106,136.452693,1.04,2,103.93113289602908,80.6340649009547,141.12777140502408,0.0,1.3955323454877182,100,0.6711119888898405,0
20.13103296017806,82.6449339862461,89.99384163653534,868.1921824,461.8752695,1.44,2,66.86800740007462,38.6964284029559,155.82263855220577,905.1431842588985,3.986094890065826,85,0.7392526808182258,0
23.142983237654928,75.9782344662368,0.0,239.1430271,168.1184125,0.85,2,94.8829996571896,86.04691293388633,125.29719691234995,777.8721920130802,0.0,100,0.17412069296603994,0
25.237396945595897,86.13619468101015,0.0,50.36490259,37.27002792,0.74,1,61.87541731843384,32.37215032310043,33.52621424607382,317.8341341126645,1.0578181226418977,17,4.15806165558247,0
18.4,85.78,337.56,255.3206463,81.20927414,1.39,2,75.0,75.0,80.0,414.65,3.31,100,6.09,1
24.08,87.71,478.05,352.3280523,461.3655553,1.11,3,89.0,67.0,118.0,749.67,1.48,125,5.52,1
29.99,71.26,622.5,991.3253033,495.2656895,1.45,2,110.0,100.0,131.0,579.43,2.06,94,6.6,1
22.34,69.69,161.57,272.3885224,760.0152543,1.02,2,74.0,45.0,88.0,273.92,2.9,100,2.98,1
21.83,78.43,450.16,82.45078794,504.9003206,1.48,2,108.0,106.0,99.0,70.38,3.65,100,2.82,1
21.2,73.33,451.27,458.8031568,567.7536499,0.86,2,96.0,70.0,93.0,612.94,1.36,94,4.55,1
17.439849263756557,66.73333787437356,100.0,934.5199789,773.8253165,0.84,2,113.92801366523616,40.106499022675756,98.37521212621819,1136.8040226812086,6.5965299351578786,85,2.218135116268541,0
35.66876126198849,52.63855093232846,100.0,81.42679353,22.61857271,1.37,2,99.52798989878121,46.192972948949425,196.8364335753542,0.0,4.335550173789603,85,7.666966974866648,0
11.592890156703255,91.63325960865177,0.0,716.3861505,421.2330058,1.3,2,104.70004080829742,63.10408168364914,166.78820099349468,771.4026842544571,0.0,55,4.108198842937263,0
39.99307530519392,48.40263266491407,0.0,536.6843346,706.0021484,1.41,2,92.58332303519597,113.56032098470459,189.22446861506626,1103.7370402404385,1.7879147257321482,62,2.6735025955358935,0
28.9,86.0,196.0,50.35020224,50.29936565,0.74,1,118.0,39.0,55.0,732.0,1.07,32,3.67,1
19.85,64.27,270.37,488.3805338,496.8161904,1.44,2,107.0,57.0,116.0,480.01,4.12,50,3.01,1
29.92,80.21,337.89,997.3095689,149.4492452,0.83,2,87.0,44.0,106.0,646.71,3.32,110,4.32,1
26.10289338474458,57.04098204854482,100.0,201.1320734,382.0851438,1.46,2,112.21484906828742,101.00098601337675,-8.983066609797461,1043.3811762982505,4.8911120076744465,85,8.531894366686675,0
24.08,88.35,252.93,134.9270728,768.6386555,1.18,2,97.0,52.0,46.0,164.78,2.14,55,5.15,1
24.39325832168661,100.0,0.0,230.9486721,228.3028825,1.5,3,156.29692146676467,132.27315980883395,223.81986125655743,0.0,4.31516708587583,120,6.875174203727804,0
30.22,81.29,487.18,882.3211782,148.7281301,1.0,2,108.0,108.0,135.0,262.77,4.12,55,2.58,1
20.48,94.08,276.06,714.9665991,726.8939846,0.84,2,66.0,58.0,116.0,385.94,2.62,70,5.76,1
18.04,72.73,283.39,402.3481794,451.0652616,1.16,2,103.0,88.0,81.0,594.14,1.88,62,4.88,1
15.954419218988496,88.92086940218528,100.0,862.3527629,216.1990732,1.13,2,100.42085031060816,108.47514243271019,35.150136114330685,503.3213951982198,6.215223215943196,85,10.561571768230191,0
18.62,62.17,604.71,905.2767018,678.08798,1.03,2,89.0,100.0,109.0,61.93,2.98,105,6.03,1
28.549299001258426,90.0908632012754,100.0,35.88150143,15.78786063,0.44,0,157.37008973737878,0.7092264026365029,56.45402387820545,0.0,3.409122449618134,6,3.8855132763866957,0
29.6,79.1,306.0,557.109354,233.9859287,0.42,0,118.0,42.0,57.0,622.0,2.09,3,3.6,1
33.06243774094279,100.0,0.0,505.2592541,222.3140718,0.44,0,133.12240377477536,86.43595722292699,54.06966532837292,0.0,0.0,6,6.468442019940815,0
29.21,94.18,508.41,57.32656733,242.6701178,1.03,2,93.0,75.0,132.0,433.96,2.19,110,3.07,1
33.46418473725402,77.71755527659442,72.80666482101253,624.2322797,645.4072238,1.41,1,52.361284086885256,124.85112371654628,25.578280438795517,622.7608224704396,4.150009759047816,35,2.012719956960722,0
22.95,64.61,596.21,307.4737554,341.6559849,1.25,2,110.0,105.0,97.0,14.98,1.96,94,6.38,1
19.81,85.96,437.89,598.7285776,759.2893787,1.02,2,89.0,82.0,76.0,239.71,3.66,85,5.56,1
31.28,91.67,653.41,434.3506146,527.5466558,1.1,2,97.0,80.0,51.0,588.84,1.08,85,5.05,1
30.886293405097945,60.476508828965464,100.0,625.9060492,543.4895838,1.37,2,90.73981681838717,84.31721423768106,64.0007473002524,604.1699486051891,2.8452814458626605,100,8.091761118919134,0
28.87,91.27,365.74,362.6787485,789.0439687,1.34,2,80.0,103.0,103.0,647.98,2.94,105,4.86,1
22.56,72.11,161.93,522.2391243,338.0889851,1.25,2,106.0,73.0,112.0,243.78,1.91,100,2.91,1
30.4,78.51,258.0,882.8847884,849.1092647,1.47,2,114.0,56.0,137.0,737.22,3.45,100,2.16,1
30.860275288236437,72.07050554915575,100.0,576.3435828,653.2896729,1.28,2,84.4625455454341,77.94511856836257,49.136096783804135,221.40664900490282,1.4468165164871991,90,0.40560117339269963,0
18.349739607359425,87.46583927432202,100.0,1068.510432,758.7717643,1.02,2,149.0233700675638,91.79804740894325,111.71209537559837,965.1375058716036,0.8442142212046673,100,4.568290402692306,0
27.0072810514912,100.0,100.0,837.5046739,215.245444,0.83,2,32.95614850887649,117.80927491013196,89.63640865576306,367.2453492442689,1.9368822888230657,94,8.848426408246763,0
19.63,77.88,131.37,288.6221496,400.7242927,0.95,2,99.0,88.0,118.0,645.5,3.59,100,3.96,1
29.21124568704987,100.0,100.0,29.00364419,296.2523136,1.12,2,48.57328888293833,164.72929516534734,-22.99523265702223,673.6045573732819,1.979389801570445,85,2.677301864322196,0
27.13,94.67,557.08,268.0482466,544.84062,1.29,3,84.0,86.0,97.0,657.78,2.09,125,2.54,1
28.507987867406268,55.00782290957066,100.0,1024.185752,47.8796545,1.16,2,65.5893852140121,63.30792676564407,77.72952946396411,587.5941316595504,2.008818445315643,100,0.8121092751480843,0
31.43,87.78,323.02,968.2231884,168.5424688,1.39,2,80.0,56.0,105.0,366.83,2.78,62,4.16,1
25.018195822682564,100.0,100.0,318.0868435,96.99647743,1.31,2,101.6476181751996,13.145109247330701,117.04565640932077,305.9268957619178,0.0,70,1.1641732263994413,0
17.237979314507864,57.8797224446038,100.0,694.289845,771.68744,1.04,2,110.99020719963659,83.51356157102872,132.6143219283532,396.1017311637005,3.3069096786540215,94,4.423700390399258,0
15.02911982499217,100.0,100.0,85.4652706,776.9905733,1.21,2,66.8871308789748,114.68538905158235,184.5310857246883,95.79218955305998,4.96078367579242,55,0.0,0
22.189692516140802,52.31979018636393,0.0,1049.258953,492.8273688,1.01,3,99.46863949941516,77.53186065678177,107.12296950290866,724.8898040696643,4.01514758123283,120,3.0092080559878047,0
29.635949053039273,88.14688573066809,100.0,414.886512,838.1570878,1.36,2,51.60206241340428,130.841883720588,27.953272304760297,1155.4254448621703,0.5963497277447676,65,0.0,0
28.157446240707063,91.03347679910584,100.0,791.7286686,272.6779068,1.24,2,125.65447994253483,128.8823961572155,152.1991289849508,0.0,2.147994799577144,100,0.0,0
32.45636633841936,63.450222962786164,100.0,683.4411687,506.2749001,1.49,3,83.91445537651515,128.29549112374303,114.24845599884965,447.31332515572694,3.1830082081028257,125,8.47236964913714,0
33.54733560606757,87.48927494205319,100.0,634.3394477,38.26396851,1.12,2,62.900725701116656,109.81629682748695,105.30663016435012,677.4832055970359,3.681994153478763,85,7.709346698190363,0
28.9,85.8,196.0,50.36490259,37.27002792,0.74,1,106.0,39.0,55.0,732.0,1.44,17,3.73,1
23.8,80.75,567.82,253.9475738,613.849363,1.14,2,105.0,68.0,67.0,24.5,4.06,45,6.97,1
30.71,75.09,298.74,948.03979,761.4767244,1.45,2,70.0,61.0,68.0,413.93,2.93,65,2.68,1
33.25313045548097,70.03404170715504,100.0,771.1793449,659.1849355,1.17,2,108.51379689157508,75.30740864215372,152.81002526487782,86.61479505335575,1.6725253642280127,85,2.2095920128948805,0
22.06,88.89,673.7,882.4906267,668.5494172,1.09,2,98.0,106.0,105.0,248.37,3.36,55,3.81,1
31.49645558933669,88.3783962361234,100.0,161.4021214,494.5915595,1.48,2,82.15549909813663,1.3898491688615309,72.63644736797436,658.9283117509209,3.0022453563054308,70,0.12465897476461629,0
28.453591482703008,55.20370449068015,100.0,329.0582907,392.650975,1.27,2,117.32399388370041,163.39909863357903,83.59778833415615,839.5178264211845,3.001804146658074,94,6.553063782537166,0
24.7,80.23,212.71,160.8846168,819.6237596,1.07,2,90.0,59.0,46.0,508.37,1.44,105,6.79,1
19.472054306182844,80.46557769006438,100.0,344.6208838,142.5832707,1.4,2,124.50671446144179,27.120727495436483,21.876372477117002,1016.927243231014,0.534327500266627,62,6.788861409304871,0
26.5540145889226,67.00251775482892,0.0,558.9691125,234.7670273,0.42,0,96.90683181841402,104.46420618463827,105.3563789900331,251.21538526726403,2.758647907130658,3,7.369602735398449,0
26.79981324935418,67.8628539825159,100.0,643.168281,724.5879103,1.28,2,89.71844527225704,91.56922165581173,66.72827987819343,170.53162549541736,0.0,55,4.49525385283026,0
35.658553945947894,75.80372419070542,100.0,407.603331,877.1432771,0.89,2,93.54045336561634,106.6250290290559,183.79394183362086,218.7923783671632,2.402946788055505,55,5.017902481244309,0
26.88588760907555,90.03440739153072,100.0,94.06549493,74.73139474,0.93,2,65.85519103251993,95.57070427265447,1.40291979575305,231.04724697173225,2.493687657515574,90,7.392428753846734,0
25.75,71.91,487.77,667.8909923,787.112479,0.96,2,89.0,90.0,70.0,380.63,2.71,100,6.45,1
22.45,72.15,679.31,165.0202436,696.993318,0.84,2,110.0,71.0,122.0,90.88,3.39,90,2.36,1
38.93474729042872,91.24646536244923,100.0,49.84242385,50.44183051,0.74,1,112.60423036003176,-13.091745936052142,12.657614665920278,365.19942414476077,2.917581069062715,25,4.20817834624225,0
40.39631205275203,100.0,100.0,875.1746374,165.2257926,0.94,2,109.15845578979413,137.56280351034616,106.74582267773278,482.08145745271395,5.404646515941659,100,1.1692214412691935,0
26.66,64.95,462.17,415.428474,45.20300402,0.91,2,106.0,48.0,99.0,733.05,3.9,62,5.44,1
17.74541565164247,100.0,100.0,352.4086411,656.5425938,1.29,2,99.34334874566599,118.56764856514096,186.92526612850668,862.4914220042983,1.1706877663957407,65,7.404902141756401,0
27.45,83.12,430.52,455.987737,373.8233186,1.03,2,64.0,44.0,49.0,475.31,1.11,85,3.85,1
28.68,69.01,502.79,423.1086473,726.2610934,1.28,2,103.0,57.0,113.0,605.37,2.31,100,4.96,1
25.8,93.7,214.0,153.2027075,67.40919131,0.44,0,44.0,15.0,22.0,195.0,1.21,6,3.58,1
32.729159782194415,91.31118904853186,100.0,849.1121582,883.497135,0.99,2,144.41971633056778,81.69309354812033,78.11269734338943,863.8723950600186,1.0180015549058323,62,9.793263958166216,0
28.122112243284526,73.33991105155137,100.0,994.7895401,640.3220455,1.16,2,105.1750842865658,23.707149144951927,113.94341306354035,0.0,6.327521264584045,70,2.308079321380719,0
23.828651346113407,73.8976884558266,100.0,471.0231708,764.2996899,1.38,2,97.65020226976122,165.51187543433775,135.78804330107846,30.549794901666587,1.7970585647818493,85,5.785014684291322,0
31.9,63.62,415.68,409.8694021,71.87711312,1.05,2,106.0,104.0,128.0,640.36,3.32,85,2.41,1
26.71,81.98,554.38,779.5524804,825.9133937,1.24,2,111.0,40.0,115.0,403.54,4.13,62,4.79,1
27.02,83.75,529.62,363.5128656,563.4644398,1.32,2,113.0,64.0,110.0,683.51,2.49,90,4.06,1
16.878262213331666,82.17264536638325,97.56304000267863,50.36490259,37.27002792,0.74,1,137.66917795529093,19.483582232098215,-9.796750659706674,294.04234233363076,0.0,17,4.151715217852548,0
39.33068620411079,68.81691289110486,100.0,603.0707289,384.9799139,0.97,2,107.44564428310863,145.24459667634767,40.925122649659855,310.06337160749166,3.6880167855389807,100,3.1752569929992545,0
35.8760006547559,91.2448115089405,100.0,36.03625923,15.85595406,0.44,0,128.153672857409,38.44835834858608,88.19943495658322,0.0,0.0,6,3.0325456444101198,0
16.6768472057084,100.0,100.0,145.1242621,510.6200789,1.0,2,110.55518238940462,43.43958174460612,165.79682780098193,0.0,5.15732100181499,100,1.8371923461937394,0
